ID,Name,City,Country,IATA,ICAO,LAT,LONG,,,,,,
6956,Gary Chicago International Airport,Gary,United States,GYY,KGYY,41.6162986755,-87.4128036499,591,-6,A,America/Chicago,airport,OurAirports
6957,Brainerd Lakes Regional Airport,Brainerd,United States,BRD,KBRD,46.3983001700,-94.1380996700,1232,-6,U,America/Chicago,airport,OurAirports
6958,Greenbrier Valley Airport,Lewisburg,United States,LWB,KLWB,37.8582992554,-80.3994979858,2302,-5,U,America/New_York,airport,OurAirports
6959,Pitt Greenville Airport,Greenville,United States,PGV,KPGV,35.6352005000,-77.3852996800,26,-5,A,America/New_York,airport,OurAirports
6960,Chefornak Airport,Chefornak,United States,CYF,PACK,60.1492004395,-164.2859954830,40,-9,A,America/Anchorage,airport,OurAirports
6961,Oxnard Airport,Oxnard,United States,OXR,KOXR,34.2008018494,-119.2070007324,45,-8,A,America/Los_Angeles,airport,OurAirports
6962,Branson Airport,Branson,United States,BKG,KBBG,36.5320820000,-93.2005440000,1302,-6,A,America/Chicago,airport,OurAirports
6968,Schenectady County Airport,Scotia NY,United States,SCH,KSCH,42.8525009155,-73.9289016724,378,-5,A,America/New_York,airport,OurAirports
6989,Northeast Florida Regional Airport,St. Augustine Airport,United States,UST,KSGJ,29.9592000000,-81.3397980000,10,-5,A,America/New_York,airport,OurAirports
6992,Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,STS,KSTS,38.5089988700,-122.8130035000,128,-8,A,America/Los_Angeles,airport,OurAirports
6993,Kissimmee Gateway Airport,Kissimmee,United States,ISM,KISM,28.2898006439,-81.4371032715,82,-5,A,America/New_York,airport,OurAirports
6994,Lake City Gateway Airport,Lake City,United States,LCQ,KLCQ,30.1819992065,-82.5768966675,201,-5,A,America/New_York,airport,OurAirports
6995,Deland Municipal Sidney H Taylor Field,DeLand,United States,,KDED,29.0669994400,-81.2837982200,79.00,-5,A,America/New_York,airport,OurAirports
6996,Haller Airpark,Green Cove Springs,United States,,7FL4,29.9040570000,-81.6851500000,75.00,-5,A,America/New_York,airport,OurAirports
6998,Logan-Cache Airport,Logan,United States,LGU,KLGU,41.7911987305,-111.8519973750,4457,-7,A,America/Denver,airport,OurAirports
6999,Brigham City Regional Airport,Brigham City,United States,BMC,KBMC,41.5523990000,-112.0619960000,4229,-7,A,America/Denver,airport,OurAirports
7000,Malad City Airport,Malad City,United States,,KMLD,42.1665992737,-112.2969970703,4503.00,-7,A,America/Denver,airport,OurAirports
7001,Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,KASE,39.2232017500,-106.8690033000,7820,-7,A,America/Denver,airport,OurAirports
7009,Kerrville Municipal Louis Schreiner Field,Kerrville,United States,ERV,KERV,29.9766998291,-99.0857009888,1617,-6,A,America/Chicago,airport,OurAirports
7011,Sussex County Airport,Georgetown,United States,GED,KGED,38.6892013500,-75.3589019800,53,-5,A,America/New_York,airport,OurAirports
7013,Great Bend Municipal Airport,Great Bend,United States,GBD,KGBD,38.3442993164,-98.8591995239,1887,-6,A,America/Chicago,airport,OurAirports
7014,Hays Regional Airport,Hays,United States,HYS,KHYS,38.8422012300,-99.2732009900,1999,-6,A,America/Chicago,airport,OurAirports
7015,Spirit of St Louis Airport,Null,United States,SUS,KSUS,38.6621017456,-90.6520004272,463,-6,A,America/Chicago,airport,OurAirports
7016,Ely Municipal Airport,Ely,United States,LYU,KELO,47.8245010400,-91.8307037400,1456,-6,A,America/Chicago,airport,OurAirports
7017,Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,United States,GPZ,KGPZ,47.2111015300,-93.5098037700,1355,-6,A,America/Chicago,airport,OurAirports
7018,Thief River Falls Regional Airport,Thief River Falls,United States,TVF,KTVF,48.0657005300,-96.1849975600,1119,-6,A,America/Chicago,airport,OurAirports
7019,Eagle River Union Airport,Eagle River,United States,EGV,KEGV,45.9323005676,-89.2683029175,1642,-6,A,America/Chicago,airport,OurAirports
7020,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,ARV,KARV,45.9278984100,-89.7309036300,1629,-6,A,America/Chicago,airport,OurAirports
7021,Ankeny Regional Airport,Ankeny,United States,,KIKV,41.6913986206,-93.5663986206,910.00,-6,A,America/Chicago,airport,OurAirports
7023,Corpus Christi Naval Air Station/Truax Field,Corpus Christi,United States,,KNGP,27.6926002500,-97.2910995500,18.00,-6,A,America/Chicago,airport,OurAirports
7025,Catalina Airport,Catalina Island,United States,AVX,KAVX,33.4049000000,-118.4160000000,1602,-8,A,America/Los_Angeles,airport,OurAirports
7026,Mojave Airport,Mojave,United States,MHV,KMHV,35.0593986500,-118.1520004000,2801,-8,A,America/Los_Angeles,airport,OurAirports
7035,Hutchinson Municipal Airport,Hutchinson,United States,HUT,KHUT,38.0654983521,-97.8606033325,1543,-6,A,America/Chicago,airport,OurAirports
7042,Rosecrans Memorial Airport,Rosecrans,United States,STJ,KSTJ,39.7719001770,-94.9096984863,826,-6,A,America/Chicago,airport,OurAirports
7048,Volk Field,Camp Douglas,United States,VOK,KVOK,43.9389991760,-90.2534027100,912,-6,A,America/Chicago,airport,OurAirports
7051,Gunnison Crested Butte Regional Airport,Gunnison,United States,GUC,KGUC,38.5339012100,-106.9329987000,7680,-7,A,America/Denver,airport,OurAirports
7053,Zamperini Field,Torrance,United States,TOA,KTOA,33.8033981323,-118.3399963379,103,-8,A,America/Los_Angeles,airport,OurAirports
7054,Manistee Co Blacker Airport,Manistee,United States,MBL,KMBL,44.2723999000,-86.2469024700,621,-5,A,America/New_York,airport,OurAirports
7056,Charlotte County Airport,Punta Gorda,United States,PGD,KPGD,26.9202003500,-81.9905014000,26,-5,A,America/New_York,airport,OurAirports
7058,Northern Aroostook Regional Airport,Frenchville,United States,WFK,KFVE,47.2854995728,-68.3127975464,988,-5,A,America/New_York,airport,OurAirports
7059,Chautauqua County-Jamestown Airport,Jamestown,United States,JHW,KJHW,42.1534004200,-79.2580032300,1723,-5,A,America/New_York,airport,OurAirports
7061,Lake Cumberland Regional Airport,Somerset,United States,SME,KSME,37.0533981323,-84.6158981323,927,-5,A,America/New_York,airport,OurAirports
7062,Shenandoah Valley Regional Airport,Weyers Cave,United States,SHD,KSHD,38.2638015747,-78.8964004517,1201,-5,A,America/New_York,airport,OurAirports
7063,Devils Lake Regional Airport,Devils Lake,United States,DVL,KDVL,48.1142005900,-98.9087982200,1456,-6,A,America/Chicago,airport,OurAirports
7064,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,DIK,KDIK,46.7974014282,-102.8020019530,2592,-7,A,America/Denver,airport,OurAirports
7065,Sidney - Richland Regional Airport,Sidney,United States,SDY,KSDY,47.7069020000,-104.1930010000,1985,-7,A,America/Denver,airport,OurAirports
7066,Chadron Municipal Airport,Chadron,United States,CDR,KCDR,42.8376007080,-103.0950012210,3297,-7,A,America/Denver,airport,OurAirports
7067,Alliance Municipal Airport,Alliance,United States,AIA,KAIA,42.0531997681,-102.8040008540,3931,-7,A,America/Denver,airport,OurAirports
7068,Mc Cook Ben Nelson Regional Airport,McCook,United States,MCK,KMCK,40.2062988300,-100.5920029000,2583,-6,A,America/Chicago,airport,OurAirports
7069,The Florida Keys Marathon Airport,Marathon,United States,MTH,KMTH,24.7261010000,-81.0513990000,5,-5,A,America/New_York,airport,OurAirports
7070,Dawson Community Airport,Glendive,United States,GDV,KGDV,47.1386985800,-104.8069992000,2458,-7,A,America/Denver,airport,OurAirports
7071,L M Clayton Airport,Wolf Point,United States,OLF,KOLF,48.0945014954,-105.5749969480,1986,-7,A,America/Denver,airport,OurAirports
7072,Yellowstone Airport,West Yellowstone,United States,WYS,KWYS,44.6884002700,-111.1179962000,6649,-7,A,America/Denver,airport,OurAirports
7073,San Luis Valley Regional Bergman Field,Alamosa,United States,ALS,KALS,37.4348980000,-105.8669970000,7539,-7,A,America/Denver,airport,OurAirports
7074,Canyonlands Field,Moab,United States,CNY,KCNY,38.7550010700,-109.7549973000,4557,-7,A,America/Denver,airport,OurAirports
7075,Ely Airport Yelland Field,Ely,United States,ELY,KELY,39.2997016900,-114.8420029000,6259,-8,A,America/Los_Angeles,airport,OurAirports
7076,Vernal Regional Airport,Vernal,United States,VEL,KVEL,40.4408989000,-109.5100021000,5278,-7,A,America/Denver,airport,OurAirports
7077,Sierra Blanca Regional Airport,Ruidoso,United States,RUI,KSRR,33.4627990723,-105.5350036621,6814,-7,A,America/Denver,airport,OurAirports
7078,Show Low Regional Airport,Show Low,United States,SOW,KSOW,34.2654991150,-110.0059967040,6415,-7,A,America/Phoenix,airport,OurAirports
7079,McCall Municipal Airport,McCall,United States,MYL,KMYL,44.8897018400,-116.1009979000,5024,-7,A,America/Denver,airport,OurAirports
7080,Lemhi County Airport,Salmon,United States,SMN,KSMN,45.1237983704,-113.8809967040,4043,-7,A,America/Denver,airport,OurAirports
7081,Mammoth Yosemite Airport,Mammoth Lakes,United States,MMH,KMMH,37.6240997300,-118.8379974000,7135,-8,A,America/Los_Angeles,airport,OurAirports
7082,Friday Harbor Airport,Friday Harbor,United States,FRD,KFHR,48.5219993591,-123.0240020750,113,-8,A,America/Los_Angeles,airport,OurAirports
7083,Orcas Island Airport,Eastsound,United States,ESD,KORS,48.7081985474,-122.9100036620,31,-8,A,America/Los_Angeles,airport,OurAirports
7085,Astoria Regional Airport,Astoria,United States,AST,KAST,46.1580009460,-123.8789978030,15,-8,A,America/Los_Angeles,airport,OurAirports
7086,Newport Municipal Airport,Newport,United States,ONP,KONP,44.5803990000,-124.0579990000,160,-8,A,America/Los_Angeles,airport,OurAirports
7087,Emmonak Airport,Emmonak,United States,EMK,PAEM,62.7860984800,-164.4909973000,13,-9,A,America/Anchorage,airport,OurAirports
7088,Unalakleet Airport,Unalakleet,United States,UNK,PAUN,63.8884010300,-160.7989960000,27,-9,A,America/Anchorage,airport,OurAirports
7089,Ugnu-Kuparuk Airport,Kuparuk,United States,UUK,PAKU,70.3308029175,-149.5980072020,67,-9,A,America/Anchorage,airport,OurAirports
7090,Shageluk Airport,Shageluk,United States,SHX,PAHX,62.6922988892,-159.5690002440,79,-9,A,America/Anchorage,airport,OurAirports
7091,Chuathbaluk Airport,Chuathbaluk,United States,CHU,PACH,61.5791020000,-159.2160030000,244,-9,A,America/Anchorage,airport,OurAirports
7092,Nuiqsut Airport,Nuiqsut,United States,NUI,PAQT,70.2099990845,-151.0059967040,38,-9,A,America/Anchorage,airport,OurAirports
7093,Eek Airport,Eek,United States,EEK,PAEE,60.2136726400,-162.0438843000,12,-9,A,America/Anchorage,airport,OurAirports
7094,Kasigluk Airport,Kasigluk,United States,KUK,PFKA,60.8744010900,-162.5240021000,48,-9,A,America/Anchorage,airport,OurAirports
7095,Kwethluk Airport,Kwethluk,United States,KWT,PFKW,60.7902984619,-161.4440002440,25,-9,A,America/Anchorage,airport,OurAirports
7096,Kwigillingok Airport,Kwigillingok,United States,KWK,PAGG,59.8764990000,-163.1690050000,18,-9,A,America/Anchorage,airport,OurAirports
7097,Marshall Don Hunter Sr Airport,Marshall,United States,MLL,PADM,61.8642997742,-162.0260009770,103,-9,A,America/Anchorage,airport,OurAirports
7098,Russian Mission Airport,Russian Mission,United States,RSH,PARS,61.7788848877,-161.3194580080,51,-9,A,America/Anchorage,airport,OurAirports
7101,Koliganek Airport,Koliganek,United States,KGK,PAJZ,59.7266006470,-157.2590026860,269,-9,A,America/Anchorage,airport,OurAirports
7103,Manokotak Airport,Manokotak,United States,KMO,PAMB,58.9902000427,-159.0500030520,100,-9,A,America/Anchorage,airport,OurAirports
7105,Chalkyitsik Airport,Chalkyitsik,United States,CIK,PACI,66.6449966431,-143.7400054930,544,-9,A,America/Anchorage,airport,OurAirports
7106,Eagle Airport,Eagle,United States,EAA,PAEG,64.7763977100,-141.1510010000,908,-9,A,America/Anchorage,airport,OurAirports
7107,Hughes Airport,Hughes,United States,HUS,PAHU,66.0410995500,-154.2630005000,299,-9,A,America/Anchorage,airport,OurAirports
7108,Huslia Airport,Huslia,United States,HSL,PAHL,65.6978988600,-156.3509979000,220,-9,A,America/Anchorage,airport,OurAirports
7111,Nulato Airport,Nulato,United States,NUL,PANU,64.7293010000,-158.0740050000,399,-9,A,America/Anchorage,airport,OurAirports
7114,Venetie Airport,Venetie,United States,VEE,PAVE,67.0086975098,-146.3659973140,574,-9,A,America/Anchorage,airport,OurAirports
7115,Beaver Airport,Beaver,United States,WBQ,PAWB,66.3621978760,-147.4069976810,359,-9,A,America/Anchorage,airport,OurAirports
7116,Central Airport,Central,United States,CEM,PACE,65.5737991300,-144.7830048000,937,-9,A,America/Anchorage,airport,OurAirports
7117,Shungnak Airport,Shungnak,United States,SHG,PAGH,66.8880996704,-157.1620025635,197,-9,A,America/Anchorage,airport,OurAirports
7120,Inyokern Airport,Inyokern,United States,IYK,KIYK,35.6587982200,-117.8300018000,2457,-8,A,America/Los_Angeles,airport,OurAirports
7121,Visalia Municipal Airport,Visalia,United States,VIS,KVIS,36.3186988831,-119.3929977420,295,-8,A,America/Los_Angeles,airport,OurAirports
7122,Merced Regional Macready Field,Merced,United States,MCE,KMCE,37.2846984900,-120.5139999000,155,-8,A,America/Los_Angeles,airport,OurAirports
7126,Phoenix Goodyear Airport,Goodyear,United States,GYR,KGYR,33.4225006104,-112.3759994510,968,-7,N,America/Phoenix,airport,OurAirports
7135,Angoon Seaplane Base,Angoon,United States,AGN,PAGN,57.5036010000,-134.5850070000,0,-9,A,America/Anchorage,airport,OurAirports
7136,Elfin Cove Seaplane Base,Elfin Cove,United States,ELV,PAEL,58.1952018738,-136.3470001220,0,-9,A,America/Anchorage,airport,OurAirports
7140,Funter Bay Seaplane Base,Funter Bay,United States,FNR,PANR,58.2543983459,-134.8979949950,0,-9,A,America/Anchorage,airport,OurAirports
7142,Hoonah Airport,Hoonah,United States,HNH,PAOH,58.0961000000,-135.4101110000,19,-9,A,America/Anchorage,airport,OurAirports
7143,Kake Airport,Kake,United States,,PAFE,56.9613990784,-133.9100036620,172.00,-9,A,America/Anchorage,airport,OurAirports
7146,Metlakatla Seaplane Base,Metakatla,United States,MTM,PAMM,55.1310010000,-131.5780030000,0,-9,A,America/Anchorage,airport,OurAirports
7148,Hydaburg Seaplane Base,Hydaburg,United States,HYG,PAHY,55.2062988281,-132.8280029297,0,-9,A,America/Anchorage,airport,OurAirports
7154,Egegik Airport,Egegik,United States,EGX,PAII,58.1855010986,-157.3750000000,92,-9,A,America/Anchorage,airport,OurAirports
7157,Perryville Airport,Perryville,United States,KPV,PAPE,55.9059980000,-159.1629930000,29,-9,A,America/Anchorage,airport,OurAirports
7158,Pilot Point Airport,Pilot Point,United States,PIP,PAPN,57.5803985596,-157.5720062260,57,-9,A,America/Anchorage,airport,OurAirports
7159,South Naknek Nr 2 Airport,South Naknek,United States,WSN,PFWS,58.7033996582,-157.0079956050,162,-9,A,America/Anchorage,airport,OurAirports
7160,Akhiok Airport,Akhiok,United States,AKK,PAKH,56.9387016296,-154.1829986570,44,-9,A,America/Anchorage,airport,OurAirports
7161,Karluk Airport,Karluk,United States,KYK,PAKY,57.5671005249,-154.4499969480,137,-9,A,America/Anchorage,airport,OurAirports
7162,Larsen Bay Airport,Larsen Bay,United States,KLN,PALB,57.5350990295,-153.9779968260,87,-9,A,America/Anchorage,airport,OurAirports
7177,Ambler Airport,Ambler,United States,ABL,PAFM,67.1063000000,-157.8569890000,334,-9,A,America/Anchorage,airport,OurAirports
7178,Buckland Airport,Buckland,United States,BKC,PABL,65.9815979004,-161.1490020750,31,-9,A,America/Anchorage,airport,OurAirports
7179,Bob Baker Memorial Airport,Kiana,United States,IAN,PAIK,66.9759979248,-160.4369964600,166,-9,A,America/Anchorage,airport,OurAirports
7180,Kobuk Airport,Kobuk,United States,OBU,PAOB,66.9123001099,-156.8970031740,137,-9,A,America/Anchorage,airport,OurAirports
7181,Robert (Bob) Curtis Memorial Airport,Noorvik,United States,ORV,PFNO,66.8179016100,-161.0189972000,55,-9,A,America/Anchorage,airport,OurAirports
7182,Selawik Airport,Selawik,United States,WLK,PASK,66.6000976600,-159.9859924000,17,-9,A,America/Anchorage,airport,OurAirports
7183,Brevig Mission Airport,Brevig Mission,United States,KTS,PFKT,65.3312988281,-166.4660034180,38,-9,A,America/Anchorage,airport,OurAirports
7184,Elim Airport,Elim,United States,ELI,PFEL,64.6147003200,-162.2720032000,162,-9,A,America/Anchorage,airport,OurAirports
7185,Golovin Airport,Golovin,United States,GLV,PAGL,64.5504989624,-163.0070037840,59,-9,A,America/Anchorage,airport,OurAirports
7186,Teller Airport,Teller,United States,TLA,PATE,65.2404022217,-166.3390045170,294,-9,A,America/Anchorage,airport,OurAirports
7187,Wales Airport,Wales,United States,WAA,PAIW,65.6225930000,-168.0950000000,22,-9,A,America/Anchorage,airport,OurAirports
7188,White Mountain Airport,White Mountain,United States,WMO,PAWM,64.6892013550,-163.4129943850,267,-9,A,America/Anchorage,airport,OurAirports
7190,Koyuk Alfred Adams Airport,Koyuk,United States,KKA,PAKK,64.9394989014,-161.1540069580,154,-9,A,America/Anchorage,airport,OurAirports
7191,St Michael Airport,St. Michael,United States,SMK,PAMK,63.4901008600,-162.1100006000,98,-9,A,America/Anchorage,airport,OurAirports
7192,Shaktoolik Airport,Shaktoolik,United States,SKK,PFSH,64.3711013800,-161.2239990000,24,-9,A,America/Anchorage,airport,OurAirports
7194,Tin City Long Range Radar Station Airport,Tin City,United States,TNC,PATC,65.5631027200,-167.9219971000,271,-9,A,America/Anchorage,airport,OurAirports
7195,Atka Airport,Atka,United States,AKB,PAAK,52.2202987700,-174.2059937000,57,-10,A,America/Adak,airport,OurAirports
7196,Nikolski Air Station,Nikolski,United States,IKO,PAKO,52.9416007996,-168.8489990234,77,-9,A,America/Anchorage,airport,OurAirports
7198,Yakataga Airport,Yakataga,United States,CYT,PACY,60.0809740000,-142.4945410000,12,-9,A,America/Anchorage,airport,OurAirports
7199,Alakanuk Airport,Alakanuk,United States,AUK,PAUK,62.6800422668,-164.6599273680,10,-9,A,America/Anchorage,airport,OurAirports
7201,Kipnuk Airport,Kipnuk,United States,KPN,PAKI,59.9329986572,-164.0310058590,11,-9,A,America/Anchorage,airport,OurAirports
7202,False Pass Airport,False Pass,United States,KFP,PAKF,54.8474006653,-163.4100036621,20,-9,A,America/Anchorage,airport,OurAirports
7203,Nelson Lagoon Airport,Nelson Lagoon,United States,NLG,PAOU,56.0074996948,-161.1600036621,14,-9,A,America/Anchorage,airport,OurAirports
7204,Port Moller Airport,Cold Bay,United States,PML,PAAL,56.0060005188,-160.5610046390,20,-9,A,America/Anchorage,airport,OurAirports
7205,Klawock Airport,Klawock,United States,KLW,PAKW,55.5792007446,-133.0760040280,80,-9,A,America/Anchorage,airport,OurAirports
7206,Quinhagak Airport,Quinhagak,United States,KWN,PAQH,59.7551000000,-161.8450000000,42,-9,A,America/Anchorage,airport,OurAirports
7207,Kotlik Airport,Kotlik,United States,KOT,PFKO,63.0306015015,-163.5330047610,15,-9,A,America/Anchorage,airport,OurAirports
7208,Koyukuk Airport,Koyukuk,United States,KYU,PFKU,64.8760986328,-157.7270050050,149,-9,A,America/Anchorage,airport,OurAirports
7209,Scammon Bay Airport,Scammon Bay,United States,SCM,PACM,61.8452987671,-165.5709991460,14,-9,A,America/Anchorage,airport,OurAirports
7210,Nondalton Airport,Nondalton,United States,NNL,PANO,59.9802017212,-154.8390045166,314,-9,A,America/Anchorage,airport,OurAirports
7213,Kongiganak Airport,Kongiganak,United States,KKH,PADY,59.9608001709,-162.8809967040,30,-9,A,America/Anchorage,airport,OurAirports
7214,Nikolai Airport,Nikolai,United States,NIB,PAFS,63.0186000000,-154.3580020000,441,-9,A,America/Anchorage,airport,OurAirports
7217,Akiak Airport,Akiak,United States,AKI,PFAK,60.9029006958,-161.2310028080,30,-9,A,America/Anchorage,airport,OurAirports
7220,Wainwright Airport,Wainwright,United States,AIN,PAWI,70.6380004883,-159.9949951170,41,-9,A,America/Anchorage,airport,OurAirports
7233,Chenega Bay Airport,Chenega,United States,NCN,PFCB,60.0773010254,-147.9920043950,72,-9,A,America/Anchorage,airport,OurAirports
7235,Tok Junction Airport,Tok,United States,TKJ,PFTO,63.3294982900,-142.9539948000,1639,-9,A,America/Anchorage,airport,OurAirports
7236,Circle City /New/ Airport,Circle,United States,IRC,PACR,65.8304980000,-144.0760080000,613,-9,A,America/Anchorage,airport,OurAirports
7240,Sleetmute Airport,Sleetmute,United States,SLQ,PASL,61.7005004883,-157.1660003660,190,-9,A,America/Anchorage,airport,OurAirports
7242,Healy River Airport,Healy,United States,,PAHV,63.8661994934,-148.9689941406,1263.00,-9,A,America/Anchorage,airport,OurAirports
7244,Klawock Seaplane Base,Klawock,United States,,PAQC,55.5546989441,-133.1020050049,0.00,-9,A,America/Anchorage,airport,OurAirports
7245,Minchumina Airport,Lake Minchumina,United States,LMA,PAMH,63.8860020000,-152.3020020000,678,-9,A,America/Anchorage,airport,OurAirports
7246,Manley Hot Springs Airport,Manley Hot Springs,United States,MLY,PAML,64.9975967407,-150.6439971920,270,-9,A,America/Anchorage,airport,OurAirports
7415,Eastern WV Regional Airport/Shepherd Field,Martinsburg,United States,MRB,KMRB,39.4019012500,-77.9845962500,565,-5,A,America/New_York,airport,OurAirports
7494,Rock Hill - York County Airport,Rock Hill,United States,RKH,KUZA,34.9878006000,-81.0571975700,666,-5,A,America/New_York,airport,OurAirports
7495,Allegheny County Airport,Pittsburgh,United States,AGC,KAGC,40.3544006348,-79.9301986694,1252,-5,A,America/New_York,airport,OurAirports
7496,Cecil Airport,Jacksonville,United States,VQQ,KVQQ,30.2187004089,-81.8767013550,81,-5,A,America/New_York,airport,OurAirports
7497,Fulton County Airport Brown Field,Atlanta,United States,FTY,KFTY,33.7790985107,-84.5214004517,841,-5,A,America/New_York,airport,OurAirports
7511,The Ohio State University Airport - Don Scott Field,Columbus,United States,OSU,KOSU,40.0798000000,-83.0729980000,905,-5,U,America/New_York,airport,OurAirports
7513,Addison Airport,Addison,United States,ADS,KADS,32.9686012268,-96.8364028931,644,-6,A,America/Chicago,airport,OurAirports
7514,Destin Executive Airport,Destin,United States,DSI,KDTS,30.4001007100,-86.4714965800,23,-6,A,America/Chicago,airport,OurAirports
7522,Kinston Regional Jetport At Stallings Field,Kinston,United States,ISO,KISO,35.3314018250,-77.6088027954,93,-5,A,America/New_York,airport,OurAirports
7523,First Flight Airport,Kill Devil Hills,United States,FFA,KFFA,36.0181999207,-75.6713027954,13,-5,A,America/New_York,airport,OurAirports
7579,Provo Municipal Airport,Provo,United States,PVU,KPVU,40.2192001343,-111.7229995728,4497,-7,A,America/Denver,airport,OurAirports
7580,Steamboat Springs Bob Adams Field,Steamboat Springs,United States,SBS,KSBS,40.5163002000,-106.8659973000,6882,-7,A,America/Denver,airport,OurAirports
7581,Delta Municipal Airport,Delta,United States,DTA,KDTA,39.3805999756,-112.5080032350,4759,-7,A,America/Denver,airport,OurAirports
7582,Richfield Municipal Airport,Richfield,United States,,KRIF,38.7364006042,-112.0989990234,5301.00,-7,A,America/Denver,airport,OurAirports
7583,Carbon County Regional/Buck Davis Field,Price,United States,PUC,KPUC,39.6138992300,-110.7509995000,5957,-7,A,America/Denver,airport,OurAirports
7584,Los Alamos Airport,Los Alamos,United States,LAM,KLAM,35.8797988892,-106.2689971920,7171,-7,A,America/Denver,airport,OurAirports
7586,Lake Havasu City Airport,Lake Havasu City,United States,HII,KHII,34.5710980000,-114.3580020000,783,-7,N,America/Phoenix,airport,OurAirports
7587,Winslow Lindbergh Regional Airport,Winslow,United States,INW,KINW,35.0219001770,-110.7229995730,4941,-7,N,America/Phoenix,airport,OurAirports
7588,Douglas Municipal Airport,Douglas,United States,DGL,KDGL,31.3425998688,-109.5059967040,4173,-7,N,America/Phoenix,airport,OurAirports
7621,Bartow Municipal Airport,Bartow,United States,BOW,KBOW,27.9433994293,-81.7834014893,125,-5,U,America/New_York,airport,OurAirports
7629,Livermore Municipal Airport,Livermore,United States,LVK,KLVK,37.6934013367,-121.8199996950,400,-8,A,America/Los_Angeles,airport,OurAirports
7630,Mariposa Yosemite Airport,Mariposa,United States,RMY,KMPI,37.5108985901,-120.0400009160,2254,-8,A,America/Los_Angeles,airport,OurAirports
7646,Jacqueline Cochran Regional Airport,Palm Springs,United States,TRM,KTRM,33.6267013550,-116.1600036621,-115,-8,A,America/Los_Angeles,airport,OurAirports
7647,Santa Monica Municipal Airport,Santa Monica,United States,SMO,KSMO,34.0158004761,-118.4509963990,177,-8,A,America/Los_Angeles,airport,OurAirports
7648,Bermuda Dunes Airport,Palm Springs,United States,UDD,KUDD,33.7484016418,-116.2750015259,73,-8,A,America/Los_Angeles,airport,OurAirports
7649,Scottsdale Airport,Scottsdale,United States,SCF,KSDL,33.6228981018,-111.9110031128,1510,-7,A,America/Phoenix,airport,OurAirports
7650,Olympia Regional Airport,Olympia,United States,OLM,KOLM,46.9693985000,-122.9029999000,209,-8,A,America/Los_Angeles,airport,OurAirports
7651,Yolo County Davis Woodland Winters Airport,Davis-Woodland-Winters,United States,,KDWA,38.5791015600,-121.8570023000,100.00,-8,A,America/Los_Angeles,airport,OurAirports
7652,Garfield County Regional Airport,Rifle,United States,RIL,KRIL,39.5262990000,-107.7269970000,5548,-7,A,America/Denver,airport,OurAirports
7653,Shively Field,SARATOGA,United States,SAA,KSAA,41.4449010000,-106.8239970000,7012,-7,A,America/Denver,airport,OurAirports
7654,DeKalb Peachtree Airport,Atlanta,United States,PDK,KPDK,33.8755989075,-84.3020019531,1003,-5,A,America/New_York,airport,OurAirports
7655,Monroe County Airport,Bloomington,United States,BMG,KBMG,39.1459999084,-86.6166992188,846,-5,A,America/New_York,airport,OurAirports
7656,Witham Field,Stuart,United States,SUA,KSUA,27.1816997500,-80.2210998500,16,-5,A,America/New_York,airport,OurAirports
7657,Morristown Municipal Airport,Morristown,United States,MMU,KMMU,40.7994003296,-74.4149017334,187,-5,A,America/New_York,airport,OurAirports
7658,Napa County Airport,Napa,United States,APC,KAPC,38.2132000000,-122.2809980000,35,-8,A,America/Los_Angeles,airport,OurAirports
7659,Brown Field Municipal Airport,San Diego,United States,SDM,KSDM,32.5722999573,-116.9800033569,526,-8,A,America/Los_Angeles,airport,OurAirports
7662,Venice Municipal Airport,Venice,United States,VNC,KVNC,27.0715999603,-82.4402999878,18,-5,A,America/New_York,airport,OurAirports
7663,Palm Beach County Glades Airport,Pahokee,United States,PHK,KPHK,26.7849998500,-80.6933975200,16,-5,A,America/New_York,airport,OurAirports
7669,Northwest Florida Beaches International Airport,Panama City,United States,ECP,KECP,30.3571060000,-85.7954140000,69,-6,A,America/Chicago,airport,OurAirports
7670,San Bernardino International Airport,San Bernardino,United States,SBD,KSBD,34.0954017639,-117.2350006100,1159,-8,A,America/Los_Angeles,airport,OurAirports
7683,San Carlos Airport,San Carlos,United States,SQL,KSQL,37.5119018555,-122.2500000000,5,-8,A,America/Los_Angeles,airport,OurAirports
7690,Rocky Mount Wilson Regional Airport,Rocky Mount,United States,RWI,KRWI,35.8563003540,-77.8918991089,159,-5,A,America/New_York,airport,OurAirports
7691,Whittier Airport,Whittier,United States,,PAWR,60.7771987915,-148.7220001221,30.00,-9,U,America/Anchorage,airport,OurAirports
7692,Soldotna Airport,Soldotna,United States,SXQ,PASX,60.4757003784,-151.0339965820,113,-9,U,America/Anchorage,airport,OurAirports
7693,Gillespie Field,El Cajon,United States,SEE,KSEE,32.8261985779,-116.9720001221,388,-8,A,America/Los_Angeles,airport,OurAirports
7694,San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,United States,,KNUC,33.0227012600,-118.5879974000,184.00,-8,A,America/Los_Angeles,airport,OurAirports
